District_Name,Crop,Area,Production,Rainfall
PATHANAMTHITTA,Arecanut,1104.0,0.5570652173913043,2810.6
PATHANAMTHITTA,Arecanut,1182.0,0.7106598984771574,3046.4
THRISSUR,Arecanut,7209.0,1.0043001803301428,2524.5
THENI,Arecanut,79.0,0.759493670886076,927.9
THRISSUR,Arecanut,7163.0,0.990506770906045,2810.6
DINDIGUL,Arecanut,53.0,1.3018867924528301,741.9
TIRUCHIRAPPALLI,Arecanut,11.0,1.2727272727272727,927.9
TIRUCHIRAPPALLI,Arecanut,13.0,1.2307692307692308,1365.3
ALAPPUZHA,Arecanut,2253.0,0.6737683089214381,3252.4
ALAPPUZHA,Arecanut,2067.0,0.370585389453314,3151.5
ALAPPUZHA,Arecanut,2308.0,0.45190641247833624,2914.6
ALAPPUZHA,Arecanut,2205.0,0.4158730158730159,2412.6
TIRUCHIRAPPALLI,Arecanut,13.0,1.9230769230769231,1037.6
VIRUDHUNAGAR,Arecanut,1.0,2.0,928.5
ALAPPUZHA,Arecanut,2389.0,0.33151946421096695,2931.1
ALAPPUZHA,Arecanut,2441.0,0.4162228594838181,2507.4
ALAPPUZHA,Arecanut,2416.0,0.40480132450331124,2394.9
ALAPPUZHA,Arecanut,2376.0,0.4234006734006734,2886.1
PERAMBALUR,Arecanut,63.0,0.1746031746031746,741.9
ALAPPUZHA,Arecanut,2353.0,0.40373990650233743,3031.1
PERAMBALUR,Arecanut,43.0,2.558139534883721,926.5
ALAPPUZHA,Arecanut,2021.0,0.3320138545274616,3420.6
THENI,Arecanut,31.0,2.129032258064516,1037.6
PERAMBALUR,Arecanut,34.0,1.911764705882353,928.5
ALAPPUZHA,Arecanut,1696.0,0.4050707547169811,3489.6
PERAMBALUR,Arecanut,32.0,2.15625,1203.4
PUDUKKOTTAI,Arecanut,1.0,1.0,1365.3
PUDUKKOTTAI,Arecanut,1.0,1.0,927.9
PUDUKKOTTAI,Arecanut,6.0,2.1666666666666665,1067.2
VIRUDHUNAGAR,Arecanut,1.0,2.0,1203.4
DINDIGUL,Arecanut,64.0,2.953125,1067.2
DHARMAPURI,Arecanut,213.0,2.291079812206573,928.5
TIRUCHIRAPPALLI,Arecanut,65.0,1.5384615384615385,741.9
VIRUDHUNAGAR,Arecanut,1.0,1.0,927.9
DINDIGUL,Arecanut,61.0,1.278688524590164,1203.4
TIRUVANNAMALAI,Arecanut,1.0,2.0,1067.2
TIRUVANNAMALAI,Arecanut,3.0,2.0,1203.4
DHARMAPURI,Arecanut,367.0,2.329700272479564,1203.4
TIRUVANNAMALAI,Arecanut,4.0,2.0,928.5
TIRUCHIRAPPALLI,Arecanut,47.0,2.4468085106382977,926.5
ALAPPUZHA,Arecanut,1577.0,0.605580215599239,2524.5
DHARMAPURI,Arecanut,336.0,2.6875,1067.2
TIRUVANNAMALAI,Arecanut,5.0,2.4,926.5
DHARMAPURI,Arecanut,337.0,3.020771513353116,927.9
TIRUVANNAMALAI,Arecanut,5.0,1.2,741.9
VIRUDHUNAGAR,Arecanut,2.0,2.0,1067.2
DHARMAPURI,Arecanut,308.0,1.5292207792207793,1365.3
TIRUCHIRAPPALLI,Arecanut,29.0,2.3448275862068964,928.5
DINDIGUL,Arecanut,48.0,1.5833333333333333,926.5
DHARMAPURI,Arecanut,308.0,1.275974025974026,1037.6
TIRUCHIRAPPALLI,Arecanut,18.0,3.0555555555555554,1203.4
TIRUCHIRAPPALLI,Arecanut,18.0,3.2222222222222223,1067.2
DINDIGUL,Arecanut,58.0,1.3448275862068966,928.5
PALAKKAD,Arecanut,9601.0,0.9317779397979377,2151.1
ALAPPUZHA,Arecanut,1711.0,0.5891291642314436,2810.6
ALAPPUZHA,Arecanut,1608.73,0.47804168505591366,3131.8
WAYANAD,Arecanut,7201.0,0.44952089987501737,2507.4
ERNAKULAM,Arecanut,3604.0,0.5385682574916759,3151.5
WAYANAD,Arecanut,6636.0,0.40415913200723325,2931.1
WAYANAD,Arecanut,6033.0,0.44737278302668654,2412.6
WAYANAD,Arecanut,5212.0,0.33307751343054487,2914.6
CUDDALORE,Arecanut,1.0,2.0,1203.4
WAYANAD,Arecanut,4456.0,0.33168761220825854,3151.5
ERNAKULAM,Arecanut,3964.0,0.6712916246215943,2914.6
WAYANAD,Arecanut,6615.0,1.2249433106575964,3252.4
THRISSUR,Arecanut,6351.0,0.7653912769642576,3046.4
ERODE,Arecanut,144.0,2.75,1365.3
CUDDALORE,Arecanut,1.0,2.0,1067.2
THRISSUR,Arecanut,6424.0,0.6643835616438356,3255.4
ERNAKULAM,Arecanut,4238.0,0.7902312411514866,2412.6
THRISSUR,Arecanut,6419.0,0.8058887677208287,2151.1
CUDDALORE,Arecanut,1.0,1.0,927.9
THRISSUR,Arecanut,7055.17,0.6662830236549934,3035.1
ERODE,Arecanut,164.0,4.359756097560975,927.9
THRISSUR,Arecanut,6310.76,0.6826166737445252,3131.8
ERNAKULAM,Arecanut,4662.0,0.7737022737022737,2931.1
CUDDALORE,Arecanut,2.0,1.0,1365.3
THENI,Arecanut,31.0,0.967741935483871,1365.3
CUDDALORE,Arecanut,1.0,2.0,928.5
ERNAKULAM,Arecanut,3513.0,1.7500711642470823,3252.4
WAYANAD,Arecanut,8689.0,0.48244907354125904,2394.9
PERAMBALUR,Arecanut,22.0,0.7727272727272727,927.9
WAYANAD,Arecanut,11613.0,0.5227761990872298,3046.4
PERAMBALUR,Arecanut,16.0,0.25,1365.3
WAYANAD,Arecanut,12181.0,0.3271488383548149,3255.4
WAYANAD,Arecanut,11553.0,0.5016878732796676,2151.1
VIRUDHUNAGAR,Arecanut,1.0,2.0,926.5
PERAMBALUR,Arecanut,17.0,1.8823529411764706,1037.6
WAYANAD,Arecanut,11581.77,0.5248688240225803,3035.1
WAYANAD,Arecanut,10444.97,0.6761005536636295,3131.8
VILLUPURAM,Arecanut,42.0,1.2619047619047619,741.9
PERAMBALUR,Arecanut,27.0,0.8518518518518519,1067.2
ALAPPUZHA,Arecanut,1615.43,0.40812043852101293,3035.1
WAYANAD,Arecanut,10862.0,0.49576505247652364,2810.6
ALAPPUZHA,Arecanut,1387.0,0.49170872386445563,2151.1
WAYANAD,Arecanut,11734.0,0.470257371740242,2524.5
ALAPPUZHA,Arecanut,1304.0,0.3934049079754601,3255.4
WAYANAD,Arecanut,12213.0,0.37885859330221894,3489.6
WAYANAD,Arecanut,12737.0,0.440998665305802,3420.6
ALAPPUZHA,Arecanut,1332.0,0.48123123123123124,3046.4
WAYANAD,Arecanut,10499.0,0.5748166492046861,3031.1
WAYANAD,Arecanut,10204.0,0.5596824774598197,2886.1
ERODE,Arecanut,155.0,1.1741935483870967,1037.6
CUDDALORE,Arecanut,1.0,2.0,926.5
VIRUDHUNAGAR,Arecanut,1.0,1.0,1365.3
PALAKKAD,Arecanut,9589.08,1.2548169375998532,3035.1
PALAKKAD,Arecanut,9683.13,0.9643792864497327,3131.8
KOTTAYAM,Arecanut,1767.0,0.6140350877192983,2507.4
THENI,Arecanut,32.0,1.125,926.5
THE NILGIRIS,Arecanut,212.0,0.6415094339622641,1365.3
KOTTAYAM,Arecanut,1587.0,0.45683679899180846,2931.1
KOTTAYAM,Arecanut,1443.0,0.5599445599445599,2412.6
KOTTAYAM,Arecanut,1215.0,0.5522633744855967,2914.6
KARUR,Arecanut,1.0,1.0,741.9
VILLUPURAM,Arecanut,32.0,2.125,1067.2
KOTTAYAM,Arecanut,1130.0,0.7221238938053097,3151.5
KOTTAYAM,Arecanut,1389.0,0.624910007199424,3252.4
KANNUR,Arecanut,10674.0,1.26625445006558,2810.6
KANNUR,Arecanut,11666.43,1.030143754344731,3131.8
KOLLAM,Arecanut,1906.0,0.7570828961175237,3046.4
KOLLAM,Arecanut,1913.0,0.6539466806063774,3255.4
KANNUR,Arecanut,10687.29,1.3029710993151677,3035.1
KOLLAM,Arecanut,2377.0,0.6112747160286075,2151.1
KARUR,Arecanut,1.0,2.0,926.5
KOLLAM,Arecanut,2443.6,0.8208381077099361,3035.1
KANNIYAKUMARI,Arecanut,736.0,2.527173913043478,1037.6
KANNUR,Arecanut,10649.0,1.2704479293830406,2151.1
KOLLAM,Arecanut,2006.87,0.5802418691793689,3131.8
KANNUR,Arecanut,11520.0,1.2721354166666667,2524.5
KOLLAM,Arecanut,2122.0,0.7478793590951932,2810.6
KOTTAYAM,Arecanut,1952.0,0.6449795081967213,2394.9
KANNUR,Arecanut,11262.0,0.9416622269579116,3489.6
KANNUR,Arecanut,14436.0,0.9862150180105292,2931.1
KOTTAYAM,Arecanut,1650.0,0.6509090909090909,2151.1
KOTTAYAM,Arecanut,1747.49,0.7276608163709091,3035.1
KRISHNAGIRI,Arecanut,32.0,0.15625,928.5
KANNUR,Arecanut,14182.0,1.0391341136652095,2507.4
KRISHNAGIRI,Arecanut,51.0,0.29411764705882354,1203.4
KOTTAYAM,Arecanut,1681.22,0.7371789533790937,3131.8
KANNUR,Arecanut,13489.0,1.0891837793757877,2394.9
KOTTAYAM,Arecanut,1731.0,0.7700751010976314,2810.6
KOTTAYAM,Arecanut,1854.0,0.7259978425026968,2524.5
KRISHNAGIRI,Arecanut,53.0,0.8113207547169812,1067.2
KOTTAYAM,Arecanut,1917.0,0.8455920709441836,3489.6
KANNUR,Arecanut,13776.0,1.0701945412311267,2886.1
KOTTAYAM,Arecanut,1940.0,0.75,3420.6
THE NILGIRIS,Arecanut,431.0,2.039443155452436,927.9
KRISHNAGIRI,Arecanut,38.0,1.9736842105263157,927.9
KANNUR,Arecanut,14104.0,1.1688882586500284,3031.1
KRISHNAGIRI,Arecanut,46.0,1.7391304347826086,1365.3
KOTTAYAM,Arecanut,2081.0,0.577126381547333,3031.1
KOTTAYAM,Arecanut,2109.0,0.5960170697012802,2886.1
KANNUR,Arecanut,12806.0,1.1094018428861472,3420.6
KRISHNAGIRI,Arecanut,38.0,1.263157894736842,1037.6
KANNUR,Arecanut,9959.0,1.2152826589014962,3255.4
KARUR,Arecanut,1.0,2.0,928.5
KOLLAM,Arecanut,2236.0,0.7540250447227191,2524.5
KASARAGOD,Arecanut,19488.0,1.7268062397372743,3255.4
KASARAGOD,Arecanut,18937.0,1.9431272112795057,2151.1
KANNIYAKUMARI,Arecanut,502.0,1.597609561752988,928.5
KASARAGOD,Arecanut,19551.82,1.9508623749604899,3035.1
VILLUPURAM,Arecanut,25.0,1.4,927.9
KASARAGOD,Arecanut,13515.0,1.9503514613392527,2412.6
KASARAGOD,Arecanut,18038.61,1.6651027989407166,3131.8
KASARAGOD,Arecanut,15256.0,1.8143681174619821,2810.6
VILLUPURAM,Arecanut,5.0,1.4,1037.6
KASARAGOD,Arecanut,14579.0,1.4961931545373481,2931.1
KASARAGOD,Arecanut,14927.0,2.508608561666778,2524.5
KASARAGOD,Arecanut,15060.0,2.8867197875166,3489.6
KANNIYAKUMARI,Arecanut,404.0,0.3886138613861386,926.5
KASARAGOD,Arecanut,14910.0,2.3668008048289737,3420.6
KASARAGOD,Arecanut,15183.0,1.9998024105907923,2507.4
VILLUPURAM,Arecanut,5.0,0.8,1365.3
KASARAGOD,Arecanut,17622.0,1.8556917489501759,3031.1
KASARAGOD,Arecanut,15832.0,1.8681783729156138,2394.9
KANNIYAKUMARI,Arecanut,337.0,0.8071216617210683,741.9
KASARAGOD,Arecanut,17432.0,1.8186094538779256,2886.1
THENI,Arecanut,29.0,0.4827586206896552,741.9
KANNIYAKUMARI,Arecanut,531.0,1.5386064030131827,1203.4
KASARAGOD,Arecanut,18733.0,2.7441413548283777,3046.4
KASARAGOD,Arecanut,12738.0,1.9651436646255298,2914.6
KARUR,Arecanut,1.0,1.0,1037.6
KANNIYAKUMARI,Arecanut,598.0,2.225752508361204,1365.3
KOLLAM,Arecanut,2297.0,0.6016543317370483,3489.6
KARUR,Arecanut,1.0,2.0,1203.4
KANNUR,Arecanut,9180.0,1.1612200435729847,3046.4
KOLLAM,Arecanut,2398.0,0.7085070892410342,3420.6
KANNIYAKUMARI,Arecanut,586.0,2.2525597269624575,927.9
KOLLAM,Arecanut,2485.0,0.7219315895372234,3031.1
KARUR,Arecanut,1.0,2.0,1067.2
KOLLAM,Arecanut,2525.0,0.5512871287128713,2886.1
KOLLAM,Arecanut,2322.0,0.5943152454780362,2394.9
KRISHNAGIRI,Arecanut,32.0,1.34375,926.5
KASARAGOD,Arecanut,9170.0,1.4980370774263905,3252.4
KARUR,Arecanut,2.0,1.0,927.9
THE NILGIRIS,Arecanut,207.0,1.106280193236715,1037.6
KANNIYAKUMARI,Arecanut,601.0,1.1963394342762064,1067.2
KOLLAM,Arecanut,2382.0,0.554575986565911,2931.1
KASARAGOD,Arecanut,10832.0,1.6524187592319055,3151.5
KARUR,Arecanut,2.0,0.5,1365.3
KOLLAM,Arecanut,2442.0,0.46846846846846846,2412.6
KOLLAM,Arecanut,2235.0,0.6451901565995526,2914.6
KOLLAM,Arecanut,1941.0,0.8207109737248841,3151.5
KOLLAM,Arecanut,2626.0,0.9253617669459253,3252.4
KOLLAM,Arecanut,2502.0,0.6834532374100719,2507.4
VILLUPURAM,Arecanut,45.0,1.9777777777777779,1203.4
KOTTAYAM,Arecanut,1581.0,0.6976597090449083,3255.4
KANNUR,Arecanut,13274.0,0.9735573301190297,2412.6
PALAKKAD,Arecanut,3767.0,0.5099548712503318,3151.5
PALAKKAD,Arecanut,4425.0,0.7538983050847458,3252.4
MALAPPURAM,Arecanut,18352.0,1.2027571926765475,3046.4
COIMBATORE,Arecanut,1608.0,2.0553482587064678,1203.4
MALAPPURAM,Arecanut,18644.0,1.0104054923836088,3255.4
THANJAVUR,Arecanut,9.0,2.111111111111111,928.5
IDUKKI,Arecanut,3831.0,0.9488384233881493,2394.9
MALAPPURAM,Arecanut,19411.0,1.3974550512595951,2151.1
MALAPPURAM,Arecanut,19977.85,1.1629549726321902,3035.1
MALAPPURAM,Arecanut,19619.88,0.8812831678888963,3131.8
MALAPPURAM,Arecanut,19994.0,1.277483244973492,2810.6
IDUKKI,Arecanut,4054.0,1.0732609768130241,2886.1
MALAPPURAM,Arecanut,16587.0,1.1739313920540182,2524.5
THE NILGIRIS,Arecanut,332.0,0.21385542168674698,928.5
MALAPPURAM,Arecanut,17517.0,1.0018838842267512,3489.6
COIMBATORE,Arecanut,1678.0,1.9022646007151371,1067.2
IDUKKI,Arecanut,4009.0,1.1646295834372662,3031.1
IDUKKI,Arecanut,3416.0,1.475702576112412,3420.6
MALAPPURAM,Arecanut,16900.0,0.9468047337278106,3420.6
VELLORE,Arecanut,13.0,1.3076923076923077,741.9
MALAPPURAM,Arecanut,20022.0,0.7802916791529317,3031.1
PALAKKAD,Arecanut,3786.0,0.612783940834654,2914.6
IDUKKI,Arecanut,4096.0,0.93896484375,2507.4
PALAKKAD,Arecanut,4241.0,0.6741334590898374,2412.6
COIMBATORE,Arecanut,1651.0,2.0133252574197456,928.5
PALAKKAD,Arecanut,10202.0,1.1325230346990787,2810.6
THE NILGIRIS,Arecanut,326.0,0.941717791411043,926.5
IDUKKI,Arecanut,3348.0,0.989247311827957,2914.6
NAGAPATTINAM,Arecanut,1.0,2.0,926.5
THANJAVUR,Arecanut,20.0,1.75,1067.2
IDUKKI,Arecanut,3682.0,1.0334057577403586,2412.6
PALAKKAD,Arecanut,8195.0,1.2928615009151923,2524.5
PALAKKAD,Arecanut,7551.0,0.6927559263673686,3489.6
THENI,Arecanut,33.0,1.5454545454545454,1203.4
PALAKKAD,Arecanut,8003.0,0.7204798200674747,3420.6
MADURAI,Arecanut,1.0,2.0,926.5
NAGAPATTINAM,Arecanut,1.0,2.0,1203.4
PALAKKAD,Arecanut,6466.0,0.9727806990411383,3031.1
VELLORE,Arecanut,7.0,2.4285714285714284,926.5
PALAKKAD,Arecanut,6464.0,0.9665841584158416,2886.1
NAGAPATTINAM,Arecanut,2.0,0.5,1365.3
NAGAPATTINAM,Arecanut,2.0,1.5,1037.6
IDUKKI,Arecanut,3942.0,0.8706240487062404,2931.1
THANJAVUR,Arecanut,19.0,0.9473684210526315,1203.4
PALAKKAD,Arecanut,5963.0,1.1093409357705852,2394.9
PALAKKAD,Arecanut,4936.0,1.1559967585089141,2507.4
PALAKKAD,Arecanut,4026.0,0.9952806756085445,2931.1
NAGAPATTINAM,Arecanut,2.0,1.0,1067.2
NAGAPATTINAM,Arecanut,1.0,1.0,741.9
COIMBATORE,Arecanut,1602.0,2.3895131086142323,927.9
IDUKKI,Arecanut,3451.0,1.1260504201680672,3489.6
KOZHIKODE,Arecanut,11616.0,1.3983298898071626,2524.5
KOZHIKODE,Arecanut,12258.0,1.0909610050579213,3489.6
KOZHIKODE,Arecanut,12340.0,0.9740680713128039,3420.6
KOZHIKODE,Arecanut,12478.0,1.1638083026125983,3031.1
KOZHIKODE,Arecanut,12173.0,1.0713874969194117,2886.1
IDUKKI,Arecanut,2381.0,0.753884922301554,3255.4
KOZHIKODE,Arecanut,11499.0,1.2449778241586225,2394.9
IDUKKI,Arecanut,2264.0,0.7720848056537103,3046.4
KANNUR,Arecanut,10588.0,1.3964865885908575,3252.4
KANNUR,Arecanut,12360.0,0.8733009708737864,3151.5
KOZHIKODE,Arecanut,10584.0,1.472411186696901,2507.4
KOZHIKODE,Arecanut,11189.0,1.1466619000804361,2931.1
KOZHIKODE,Arecanut,10692.0,1.4295735129068463,2412.6
KANNUR,Arecanut,12630.0,0.9652414885193983,2914.6
KOZHIKODE,Arecanut,10139.0,1.313147253180787,2914.6
THE NILGIRIS,Arecanut,272.0,2.1911764705882355,1067.2
KOZHIKODE,Arecanut,8970.0,1.2851727982162764,3151.5
KOZHIKODE,Arecanut,7434.0,1.371267150928168,3252.4
KRISHNAGIRI,Arecanut,33.0,3.0,741.9
THANJAVUR,Arecanut,40.0,0.45,741.9
KOTTAYAM,Arecanut,1579.0,0.7688410386320456,3046.4
IDUKKI,Arecanut,2569.0,0.926041261191125,2151.1
KOZHIKODE,Arecanut,10054.0,1.2641734632981898,2810.6
KOZHIKODE,Arecanut,9661.57,0.9081691691929987,3131.8
IDUKKI,Arecanut,2708.92,0.9255865806299189,3035.1
MALAPPURAM,Arecanut,20476.0,0.7807188904082829,2394.9
COIMBATORE,Arecanut,1556.0,2.872107969151671,1365.3
MALAPPURAM,Arecanut,19622.0,0.893232086433595,2507.4
MADURAI,Arecanut,1.0,2.0,928.5
MALAPPURAM,Arecanut,17735.0,0.6250352410487736,2931.1
IDUKKI,Arecanut,3173.0,1.1906712890009454,2524.5
MADURAI,Arecanut,4.0,2.0,1203.4
COIMBATORE,Arecanut,1574.0,1.1715374841168995,1037.6
THENI,Arecanut,30.0,1.6,928.5
MALAPPURAM,Arecanut,16123.0,0.614587855858091,2412.6
MALAPPURAM,Arecanut,19979.0,0.8585014264978227,2886.1
VILLUPURAM,Arecanut,39.0,1.9230769230769231,928.5
MALAPPURAM,Arecanut,14190.0,0.6922480620155039,3151.5
IDUKKI,Arecanut,2753.0,1.1434798401743553,2810.6
MALAPPURAM,Arecanut,14893.0,0.9561538978043376,3252.4
THANJAVUR,Arecanut,24.0,0.8333333333333334,926.5
KOZHIKODE,Arecanut,9966.0,1.1317479430062212,3046.4
KOZHIKODE,Arecanut,9897.0,0.8967363847630595,3255.4
IDUKKI,Arecanut,2520.54,0.7099748466598428,3131.8
THE NILGIRIS,Arecanut,291.0,0.1958762886597938,1203.4
KOZHIKODE,Arecanut,10247.0,0.9644774080218601,2151.1
KOZHIKODE,Arecanut,10458.76,1.068718471405788,3035.1
MALAPPURAM,Arecanut,15894.0,0.7508493771234428,2914.6
DINDIGUL,Arecanut,61.0,1.0819672131147542,927.9
NAMAKKAL,Arecanut,626.0,0.039936102236421724,741.9
TIRUNELVELI,Arecanut,127.0,0.6141732283464567,927.9
DHARMAPURI,Arecanut,402.0,3.942786069651741,926.5
SALEM,Arecanut,1785.0,2.4280112044817925,928.5
SALEM,Arecanut,2410.0,0.9796680497925311,741.9
TIRUNELVELI,Arecanut,133.0,0.2781954887218045,1203.4
SALEM,Arecanut,2422.0,2.921552436003303,926.5
TIRUPPUR,Arecanut,42.0,1.2857142857142858,926.5
DHARMAPURI,Arecanut,317.0,2.1514195583596214,741.9
DINDIGUL,Arecanut,67.0,0.9552238805970149,1365.3
TIRUNELVELI,Arecanut,121.0,1.8429752066115703,1067.2
SALEM,Arecanut,1837.0,2.2433315187806206,1067.2
DINDIGUL,Arecanut,60.0,2.1333333333333333,1037.6
SALEM,Arecanut,1843.0,2.3733043950081387,1203.4
TIRUNELVELI,Arecanut,138.0,0.34782608695652173,928.5
TIRUPPUR,Arecanut,37.0,1.5675675675675675,741.9
SALEM,Arecanut,1606.0,1.275840597758406,1037.6
TIRUNELVELI,Arecanut,140.0,0.3357142857142857,926.5
VIRUDHUNAGAR,Arecanut,1.0,1.0,1037.6
SALEM,Arecanut,1479.0,1.209601081812035,1365.3
TIRUNELVELI,Arecanut,126.0,1.3015873015873016,741.9
SALEM,Arecanut,1743.0,1.8657487091222031,927.9
TIRUPPUR,Arecanut,37.0,0.8648648648648649,928.5
TIRUNELVELI,Arecanut,122.0,2.1311475409836067,1037.6
MADURAI,Arhar/Tur,1643.0,1.0870359099208764,926.5
NAWADA,Arhar/Tur,846.0,0.6950354609929078,1052.8
RAIGARH,Arhar/Tur,2375.0,0.5705263157894737,1281.2
